Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region
EM-14065,Erin Mull,Consumer,United States,New York City,New York,10024,East
HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central
DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central
TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West
EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West
NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West
BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West
CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central
JM-15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central
SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West
MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central
VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South
BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West
CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South
CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East
BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West
GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East
MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West
RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South
DB-13120,David Bremer,Corporate,United States,Santa Clara,California,95051,West
CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East
DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West
BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West
TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West
RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central
DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East
HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205,South
KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90008,West
MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West
JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East
TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East
BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central
JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South
AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115,West
JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407,Central
SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West
KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South
JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East
MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East
LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West
TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central
KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East
MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West
JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West
CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West
MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,98115,West
NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West
SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central
JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central
RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central
TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West
MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East
NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East
EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East
CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South
BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West
